text,address
"New: Object on roadway in Walton on I-10 west at MM 75, left lane blocked. Last updated at 02:48:31PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/63027",  Interstate 10 west Mile Marker 75 Walton  FL
"Cleared: Object on roadway in Walton on I-10 west at MM 74, right lane blocked. Last updated at 09:56:29AM.",  Interstate 10 west Mile Marker 74 Walton  FL
"New: Object on roadway in Walton on I-10 west at MM 74, right lane blocked. Last updated at 09:56:29AM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62998",  Interstate 10 west Mile Marker 74 Walton  FL
"Cleared: Planned construction in Escambia on I-110 north ramp from Exit 1, on-ramp closed. Last updated at 06:52:14AM.","  Interstate 110, on-ramp  Escambia, 1  FL"
"Cleared: Planned construction in Holmes on I-10 east at MM 115, right lane blocked. Last updated at 03:09:06AM.",  Interstate 10 east Mile Marker 115 Holmes  FL
"Cleared: Planned construction in Santa Rosa on I-10 east at MM 21, right lane blocked. Last updated at 05:36:41AM.",  Interstate 10 east Mile Marker 21 Santa Rosa  FL
"Cleared: Planned construction in Jackson on I-10 west at MM 154, left lane blocked. Last updated at 03:41:05AM.",  Interstate 10 west Mile Marker 154 Jackson  FL
Cleared: Planned construction in Gadsden on I-10 west at Exit 181 /SR-267. Last updated at 02:43:09AM.,  Interstate 10 west Exit 181 Gadsden  FL
"Updated: Planned construction in Santa Rosa on I-10 east at MM 21, right lane blocked. Last updated at 05:36:41AM. http://fl511.com/EventDetails/District%203-CHP/62965",  Interstate 10 east Mile Marker 21 Santa Rosa  FL
"Updated: Planned construction in Escambia on I-110 north ramp from Exit 1, on-ramp closed. Last updated at...http://fl511.com/EventDetails/District%203-CHP/62972","  Interstate 110, on-ramp  Escambia, 1  FL"
"Updated: Planned construction in Santa Rosa on I-10 east at MM 21, right lane blocked. Last updated at 04:04:10AM. http://fl511.com/EventDetails/District%203-CHP/62965",  Interstate 10 east Mile Marker 21 Santa Rosa  FL
"Cleared: Planned construction in Gadsden on I-10 east at Exit 174 /SR-12, right lane blocked. Last updated at 11:05:31PM.","  Interstate 10 east Exit 174 Gadsden, 12  FL"
"Updated: Planned construction in Jackson on I-10 west at MM 154, left lane blocked. Last updated at 03:41:05AM. http://fl511.com/EventDetails/District%203-CHP/62959",  Interstate 10 west Mile Marker 154 Jackson  FL
"Cleared: Planned construction in Washington on I-10 west at MM 116, right lane blocked. Last updated at 03:09:19AM.",  Interstate 10 west Mile Marker 116 Washington  FL
"Updated: Planned construction in Holmes on I-10 east at MM 115, right lane blocked. Last updated at 03:09:06AM. http://fl511.com/EventDetails/District%203-CHP/62960",  Interstate 10 east Mile Marker 115 Holmes  FL
"Updated: Planned construction in Washington on I-10 west at MM 116, right lane blocked. Last updated at 03:09:19AM. http://fl511.com/EventDetails/District%203-CHP/62957",  Interstate 10 west Mile Marker 116 Washington  FL
Updated: Planned construction in Gadsden on I-10 west at Exit 181 /SR-267. Last updated at 02:43:09AM. http://fl511.com/EventDetails/District%203-CHP/62955,  Interstate 10 west Exit 181 Gadsden  FL
Updated: Planned construction in Gadsden on I-10 west at Exit 181 /SR-267. Last updated at 02:42:55AM. http://fl511.com/EventDetails/District%203-CHP/62955,  Interstate 10 west Exit 181 Gadsden  FL
"Cleared: Planned construction in Gadsden on I-10 east at MM 177, left lane blocked. Last updated at 11:25:58PM.",  Interstate 10 east Mile Marker 177 Gadsden  FL
"New: Planned construction in Escambia on I-110 north ramp from Exit 1, on-ramp closed. Last updated at...http://fl511.com/EventDetails/District%203-CHP/62972","  Interstate 110, on-ramp  Escambia, 1  FL"
"Cleared: Bridge maintenance operations in Escambia on Pensacola Bay Bridge south at Pensacola Bay Bridge, right lane blocked. Last...",    Escambia  FL
"Updated: Planned construction in Gadsden on I-10 west at MM 178, left lane blocked. Last updated at 11:27:58PM. http://fl511.com/EventDetails/District%203-CHP/62955",  Interstate 10 west Mile Marker 178 Gadsden  FL
"Updated: Planned construction in Gadsden on I-10 east at MM 177, left lane blocked. Last updated at 11:25:58PM. http://fl511.com/EventDetails/District%203-CHP/62956",  Interstate 10 east Mile Marker 177 Gadsden  FL
"Updated: Planned construction in Gadsden on I-10 west at MM 177, left lane blocked. Last updated at 11:19:01PM. http://fl511.com/EventDetails/District%203-CHP/62955",  Interstate 10 west Mile Marker 177 Gadsden  FL
"Updated: Planned construction in Jackson on I-10 west at MM 154, left lane blocked. Last updated at 11:16:55PM. http://fl511.com/EventDetails/District%203-CHP/62959",  Interstate 10 west Mile Marker 154 Jackson  FL
"Cleared: Planned construction in Escambia on I-110 north at Exit 4 (SR-295 /Fairfield Dr), left lane blocked. Last updated at 10:21:31PM.",  Interstate 110 north  Escambia  FL
"New: Planned construction in Santa Rosa on I-10 east at MM 21, right lane blocked. Last updated at 11:10:10PM....http://fl511.com/EventDetails/District%203-CHP/62965",  Interstate 10 east Mile Marker 21 Santa Rosa  FL
"New: Planned construction in Gadsden on I-10 east at Exit 174 /SR-12, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/62964","  Interstate 10 east Exit 174 Gadsden, 12  FL"
"There is construction on Florida?s Turnpike, northbound at mile post 249 at Osceola Parkway. All lanes are...http://fl511.com/List/Alerts",Florida?s Turnpike    construction  FL
"Updated: Planned construction in Escambia on I-110 north at Exit 4 (SR-295 /Fairfield Dr), left lane blocked....http://fl511.com/EventDetails/District%203-CHP/62953",  Interstate 110 north  Escambia  FL
"Updated: Planned construction in Holmes on I-10 east at MM 115, right lane blocked. Last updated at 10:20:40PM. http://fl511.com/EventDetails/District%203-CHP/62960",  Interstate 10 east Mile Marker 115 Holmes  FL
"Updated: Planned construction in Jackson on I-10 west at MM 154, left lane blocked. Last updated at 10:15:29PM. http://fl511.com/EventDetails/District%203-CHP/62959",  Interstate 10 west Mile Marker 154 Jackson  FL
"Updated: Planned construction in Gadsden on I-10 east at MM 177, right lane blocked. Last updated at 10:15:13PM. http://fl511.com/EventDetails/District%203-CHP/62956",  Interstate 10 east Mile Marker 177 Gadsden  FL
"Updated: Planned construction in Holmes on I-10 east at MM 115, right lane blocked. Last updated at 09:35:31PM. http://fl511.com/EventDetails/District%203-CHP/62960",  Interstate 10 east Mile Marker 115 Holmes  FL
"New: Planned construction in Holmes on I-10 east at MM 115, right lane blocked. Last updated at 09:33:26PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62960",  Interstate 10 east Mile Marker 115 Holmes  FL
"Updated: Planned construction in Washington on I-10 west at MM 116, right lane blocked. Last updated at 09:31:04PM. http://fl511.com/EventDetails/District%203-CHP/62957",  Interstate 10 west Mile Marker 116 Washington  FL
"New: Planned construction in Jackson on I-10 west at MM 154, left lane blocked. Last updated at 09:31:00PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62959",  Interstate 10 west Mile Marker 154 Jackson  FL
"New: Planned construction in Gadsden on I-10 east at MM 177, right lane blocked. Last updated at 09:20:22PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62956",  Interstate 10 east Mile Marker 177 Gadsden  FL
"New: Planned construction in Washington on I-10 west at MM 117, right lane blocked. Last updated at 09:14:35PM....http://fl511.com/EventDetails/District%203-CHP/62957",  Interstate 10 west Mile Marker 117 Washington  FL
"Updated: Planned construction in Gadsden on I-10 west at MM 177, left lane blocked. Last updated at 09:13:49PM. http://fl511.com/EventDetails/District%203-CHP/62955",  Interstate 10 west Mile Marker 177 Gadsden  FL
"New: Planned construction in Gadsden on I-10 west at MM 177, left lane blocked. Last updated at 09:12:51PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62955",  Interstate 10 west Mile Marker 177 Gadsden  FL
"New: Planned construction in Escambia on I-110 north at Exit 4 (SR-295 /Fairfield Dr), left lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/62953",  Interstate 110 north  Escambia  FL
"New: Bridge maintenance operations in Escambia on Pensacola Bay Bridge south at Pensacola Bay Bridge, right lane...http://fl511.com/EventDetails/District%203-CHP/62954",    Escambia  FL
"Updated: Crash in Escambia on I-10 east at MM 9, left lane blocked. Last updated at 07:02:01PM. http://fl511.com/EventDetails/District%203-CHP/62948",  Interstate 10 east Mile Marker 9 Escambia  FL
"Updated: Crash in Escambia on I-10 east at MM 9, all lanes blocked. Last updated at 06:46:01PM. http://fl511.com/EventDetails/District%203-CHP/62948",  Interstate 10 east Mile Marker 9 Escambia  FL
"Updated: Crash in Escambia on I-10 east at MM 9, all lanes blocked. Last updated at 06:45:37PM. http://fl511.com/EventDetails/District%203-CHP/62948",  Interstate 10 east Mile Marker 9 Escambia  FL
"Updated: Crash in Escambia on I-10 west at MM 9, all lanes blocked. Last updated at 06:40:29PM. http://fl511.com/EventDetails/District%203-CHP/62948",  Interstate 10 west Mile Marker 9 Escambia  FL
"New: Crash in Escambia on I-10 west at MM 8, right lane blocked. Last updated at 06:31:01PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62948",  Interstate 10 west Mile Marker 8 Escambia  FL
"Cleared: Object on roadway in Walton on I-10 west before Exit 70 /SR-285, right lane blocked. Last updated at 04:29:16PM.","  Interstate 10 west 285, right lane Walton  FL"
"Updated: Object on roadway in Walton on I-10 west before Exit 70 /SR-285, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/62932","  Interstate 10 west 285, right lane Walton  FL"
"Cleared: Crash in Jackson on SR-71 north before I-10, all lanes blocked. Last updated at 01:09:34PM.",  State Route 71  Jackson  FL
"Cleared: Object on roadway in Jackson on I-10 west at MM 146, left lane blocked. Last updated at 01:24:05PM.",  Interstate 10 west Mile Marker 146 Jackson  FL
A major incident has closed all northbound lanes on SR 71 near I-10 . Motorists are advised to seek an althernate...http://fl511.com/List/Alerts,"  SR 71, Interstate 10 .  lanes  FL"
"Updated: Object on roadway in Jackson on I-10 west at MM 146, left lane blocked. Last updated at 01:24:05PM. http://fl511.com/EventDetails/District%203-CHP/62917",  Interstate 10 west Mile Marker 146 Jackson  FL
"New: Object on roadway in Jackson on I-10 west at MM 146, left lane blocked. Last updated at 01:22:50PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62917",  Interstate 10 west Mile Marker 146 Jackson  FL
"New: Crash in Jackson on SR-71 south beyond I-10, all lanes blocked. Last updated at 01:15:56PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62916","  State Route 71 south, Interstate 10  Jackson  FL"
"New: Crash in Jackson on SR-71 north before I-10, all lanes blocked. Last updated at 01:09:34PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62915",  State Route 71  Jackson  FL
"Cleared: Crash in Jackson on US-231 south beyond I-10, right shoulder blocked. Last updated at 11:38:37AM.",US-231 south  Interstate 10  Jackson  FL
"Updated: Crash in Jackson on US-231 south beyond I-10, right shoulder blocked. Last updated at 11:38:37AM. http://fl511.com/EventDetails/District%203-CHP/62901",US-231 south  Interstate 10  Jackson  FL
"Updated: Crash in Jackson on US-231 south beyond I-10, right shoulder blocked. Last updated at 11:37:40AM. http://fl511.com/EventDetails/District%203-CHP/62901",US-231 south  Interstate 10  Jackson  FL
"Updated: Crash in Jackson on US-231 south beyond I-10, left lane blocked. Last updated at 10:13:37AM. http://fl511.com/EventDetails/District%203-CHP/62901",US-231 south  Interstate 10  Jackson  FL
"Updated: Crash in Jackson on US-231 south beyond I-10, left lane blocked. Last updated at 10:03:07AM. http://fl511.com/EventDetails/District%203-CHP/62901",US-231 south  Interstate 10  Jackson  FL
"Cleared: Planned construction in Washington on I-10 east at MM 118, right lane blocked. Last updated at 06:38:22AM.",  Interstate 10 east Mile Marker 118 Washington  FL
"Updated: Planned construction in Washington on I-10 east at MM 118, right lane blocked. Last updated at 06:38:22AM. http://fl511.com/EventDetails/District%203-CHP/62845",  Interstate 10 east Mile Marker 118 Washington  FL
"Cleared: Planned construction in Escambia on I-110 north at Exit 4 (SR-295 /Fairfield Dr), left lane blocked. Last updated at 03:32:10AM.",  Interstate 110 north  Escambia  FL
"Cleared: Planned construction in Gadsden on I-10 east at MM 172, right lane blocked. Last updated at 04:50:33AM.",  Interstate 10 east Mile Marker 172 Gadsden  FL
"Cleared: Planned construction in Gadsden on I-10 west at MM 161, right lane blocked. Last updated at 11:09:33PM.",  Interstate 10 west Mile Marker 161 Gadsden  FL
"Updated: Planned construction in Gadsden on I-10 east at MM 172, right lane blocked. Last updated at 04:50:33AM. http://fl511.com/EventDetails/District%203-CHP/62838",  Interstate 10 east Mile Marker 172 Gadsden  FL
"New: Planned construction in Escambia on I-110 north at Exit 4 (SR-295 /Fairfield Dr), left lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/62870",  Interstate 110 north  Escambia  FL
"Cleared: Planned construction in Escambia on I-10 east at Exit 10 (US-29 /Pensacola Blvd), right lane blocked. Last updated at 01:07:29AM.",  Interstate 10 east Exit 10 ( Escambia  FL
"New: Planned construction in Escambia on I-10 east at Exit 10 (US-29 /Pensacola Blvd), right lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/62861",  Interstate 10 east Exit 10 ( Escambia  FL
"Updated: Planned construction in Washington on I-10 east at MM 118, right lane blocked. Last updated at 11:22:19PM. http://fl511.com/EventDetails/District%203-CHP/62845",  Interstate 10 east Mile Marker 118 Washington  FL
A Silver Alert has been issued for Jocelyn Hyppolite out of Dania Beach. Look for a 2004 Gray Toyota Camry Fl Tag...http://fl511.com/List/Alerts, Dania Beach     FL
"Updated: Planned construction in Gadsden on I-10 west at MM 161, right lane blocked. Last updated at 11:09:33PM. http://fl511.com/EventDetails/District%203-CHP/62843",  Interstate 10 west Mile Marker 161 Gadsden  FL
"Updated: Planned construction in Gadsden on I-10 east at MM 172, right lane blocked. Last updated at 11:09:18PM. http://fl511.com/EventDetails/District%203-CHP/62838",  Interstate 10 east Mile Marker 172 Gadsden  FL
"Updated: Planned construction in Washington on I-10 east at MM 117, right lane blocked. Last updated at 11:09:44PM. http://fl511.com/EventDetails/District%203-CHP/62845",  Interstate 10 east Mile Marker 117 Washington  FL
"There is construction on Florida?s Turnpike, northbound at mile post 249 at Osceola Parkway. All lanes are...http://fl511.com/List/Alerts",Florida?s Turnpike    construction  FL
"New: Planned construction in Washington on I-10 east at MM 117, right lane blocked. Last updated at 09:30:32PM....http://fl511.com/EventDetails/District%203-CHP/62845",  Interstate 10 east Mile Marker 117 Washington  FL
"Updated: Planned construction in Gadsden on I-10 west at MM 161, right lane blocked. Last updated at 09:24:24PM. http://fl511.com/EventDetails/District%203-CHP/62843",  Interstate 10 west Mile Marker 161 Gadsden  FL
"New: Planned construction in Gadsden on I-10 west at MM 161, right lane blocked. Last updated at 09:17:39PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62843",  Interstate 10 west Mile Marker 161 Gadsden  FL
"New: Planned construction in Gadsden on I-10 east at MM 172, right lane blocked. Last updated at 08:58:58PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62838",  Interstate 10 east Mile Marker 172 Gadsden  FL
"Cleared: Object on roadway in Holmes on I-10 east at Exit 96 /SR-81, right lane blocked. Last updated at 03:11:41PM.","  Interstate 10 east Exit 96 /State Holmes, 81  FL"
"New: Object on roadway in Holmes on I-10 east at Exit 96 /SR-81, right lane blocked. Last updated at 03:11:41PM....http://fl511.com/EventDetails/District%203-CHP/62806","  Interstate 10 east Exit 96 /State Holmes, 81  FL"
"Cleared: Crash in Escambia on SR-291/Davis Hwy west at Exit 12 (I-110), left lane blocked. Last updated at 09:03:23AM.",  State Route 291  Escambia  FL
"New: Crash in Escambia on SR-291/Davis Hwy west at Exit 12 (I-110), left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/62768",  State Route 291  Escambia  FL
Sarasota County: All lanes blocked Northbound beyond mile marker 184 due to a crash. Seek alternate route. http://fl511.com/List/Alerts,    184  FL
"Cleared: Planned construction in Gadsden on I-10 west at MM 179, right lane blocked. Last updated at 05:08:49AM.",  Interstate 10 west Mile Marker 179 Gadsden  FL
"New: Planned construction in Gadsden on I-10 west at MM 179, right lane blocked. Last updated at 05:08:49AM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62756",  Interstate 10 west Mile Marker 179 Gadsden  FL
"Cleared: Planned construction in Gadsden on I-10 west at MM 161, right lane blocked. Last updated at 04:13:42AM.",  Interstate 10 west Mile Marker 161 Gadsden  FL
"Cleared: Planned construction in Escambia on I-110 north beyond Exit 4 (SR-295 /Fairfield Dr), left lane blocked. Last updated at...",  Interstate 110 north  Escambia  FL
"Updated: Planned construction in Gadsden on I-10 west at MM 161, right lane blocked. Last updated at 04:13:42AM. http://fl511.com/EventDetails/District%203-CHP/62729",  Interstate 10 west Mile Marker 161 Gadsden  FL
"Updated: Planned construction in Gadsden on I-10 west at MM 161, right lane blocked. Last updated at 02:10:25AM. http://fl511.com/EventDetails/District%203-CHP/62729",  Interstate 10 west Mile Marker 161 Gadsden  FL
"Updated: Planned construction in Escambia on I-110 north beyond Exit 4 (SR-295 /Fairfield Dr), left lane blocked....http://fl511.com/EventDetails/District%203-CHP/62743",  Interstate 110 north  Escambia  FL
"Cleared: Planned construction in Escambia on I-110 south at Exit 5 (Airport Blvd/SR-296/Brent Ln), left lane blocked. Last updated at...",  Interstate 110 south  Escambia  FL
"Updated: Planned construction in Gadsden on I-10 west at MM 161, right lane blocked. Last updated at 12:14:57AM. http://fl511.com/EventDetails/District%203-CHP/62729",  Interstate 10 west Mile Marker 161 Gadsden  FL
"Updated: Planned construction in Gadsden on I-10 west at MM 161, right lane blocked. Last updated at 12:13:55AM. http://fl511.com/EventDetails/District%203-CHP/62729",  Interstate 10 west Mile Marker 161 Gadsden  FL
"New: Planned construction in Jackson on I-10 west at MM 160, right lane blocked. Last updated at 10:19:40PM. #fl511 http://fl511.com/EventDetails/District%203-CHP/62729",  Interstate 10 west Mile Marker 160 Jackson  FL
"Updated: Planned construction in Escambia on I-110 south at Exit 5 (Airport Blvd/SR-296/Brent Ln), left lane...http://fl511.com/EventDetails/District%203-CHP/62728",  Interstate 110 south  Escambia  FL
"New: Planned construction in Escambia on I-110 south at Exit 5 (Airport Blvd/SR-296/Brent Ln), left lane blocked....http://fl511.com/EventDetails/District%203-CHP/62728",  Interstate 110 south  Escambia  FL
